,class,text
977,5,Who the fuck is this nigga https://t.co/pwfzWwuHXe
978,5,My nigga asking where the honey dips at https://t.co/imduvnrANv
979,6,You Want to Suck My Big Dick Don't Ya Faggot? FREE...  See this and more at: https://t.co/w3QRZ0Kf1z https://t.co/8V09IBfyGI
986,5,@smh It's official - Australia is now the white trash racist wasteland of the South Pacific... https://t.co/imagNxi3kw
989,16,"@theresa_may Get your boney arse out of No'10, you nasty two face bint😡😡😡😡 https://t.co/9IdUJrmkkR"
994,6,someone called for bangless haseul's dyke. i have come https://t.co/dTpz2E9fa4
995,5,call me nigger shit at least you callin https://t.co/ezIuj6w66t
1002,6,Witch good faggot is going to make my day better? #cashmaster #findom #cashfag https://t.co/VkVwaGM8wD
1003,5,NIGGA 😂😂😂😂😂😂😂😂😂 https://t.co/UKJhwuk4S2
1011,5,@Sparkkie__ @AcceptFaith you my nigga is trippin https://t.co/3cwdQFUNEW
1013,16,@TrappedLittlEm @sammycxsey @beautybay @JeffreeStar @LemonyMidget biggest twat x https://t.co/zl59bhVPe9
1017,5,me laughing abt smth: nigger pls my friend circle: https://t.co/LTr9lvWrtc
1023,5,"me, typing a paper for the office:  my boss, putting his hand on my back: happy birthday nigger  me: https://t.co/vYZIFGVNFO"
1027,5,@Yulish_Horner @dbongino You know what’s better than the race card? The trump card! https://t.co/KlfeC6IhQm
1029,16,@DaddysCumDump Hey Cunt! https://t.co/3D4dHjlyJi
1031,5,Dis nigga😹 https://t.co/kH7vaGpP5A
1036,5,@____MyaMo Lmao who called you a nigger? I’m TTG https://t.co/tUbtzaDL9E
1039,5,"Like fr? Nigga think I planned to drive across state lines, waste gas, pay a fuckin toll....for.....dick....? https://t.co/0LZZI2OMsO"
1041,5,"Holman, Eddie - Surrender https://t.co/e9S1T7aWcd #nowplaying @nantucketgrrl https://t.co/0MUcWLq3zL"
1043,6,"You know it's tuff when you join a party inv from a kid in casual and he says ""Haha im gonna ddos you faggot""  Gn nw https://t.co/1ndIKlUl4N"
1050,6,Big dyke energy https://t.co/aoYYyrY6es
1051,5,@longbeachgriffy nigga wtf? are you a tryhard edgelord or tone deaf? https://t.co/wvK82yJrxL
1052,5,"Ever met a nigga like me, not at all baby https://t.co/VFlaz3wmbd"
1053,16,The biggest brassneck in Irish League football.  Light fingered horse faced cunt. https://t.co/KwPDWeygQ5
1056,6,Faggot’s dick in mom’s panties 😂 https://t.co/VKfk3YuPkP
1058,5,"@rainy101 Black Beauty. Not this version though, that’s me acting like a twat! https://t.co/SwJObcfHjH"
1059,16,hd cause twitter's a cunt https://t.co/YI7OrMwDSm https://t.co/ETm10nlIVa
1061,5,bakugo as a nigger imagine how powerful he’d be https://t.co/3utPUYa9q0
1066,5,@melainakolr @thepoolrat You can tell because he isn’t killing and raping like a nigger https://t.co/WcQWASnU84
1069,5,........NIGGA ARE YOU SERIOUFJRKDFJFM https://t.co/7P0gUIyAYH
1071,5,@Complex @CBSLA Made an interrogation chair JUST for this nigga https://t.co/UyiBmhmaIH
1075,5,@Detthrone @Sufferedline780 @ItsSiloh Just a nigga with a rocket launcher https://t.co/kqyqvmD0JE
1078,5,Self made don’t owe a nigga nan favor https://t.co/FphBLnRdDy
1079,16,Mocha Pussy Tribbing This Twat Dominating https://t.co/ltsDKcsSvb #TRIBADISM #Clips4Sale https://t.co/6BUOJB60Ci
1081,5,"Come take a journey through my mind's eye You crossed the game, don't explain, nigga time to die, say goodbye https://t.co/7C8qc3tUTk"
1084,5,@GiuffilioBoi your a fat fucking nigger LELE https://t.co/PJTJj6f4JR
1088,5,"@MaryPM81 @andrewklavan Like you did???? It's always the""white trash"" that judge people of color! https://t.co/Z9XvbxVb2O"
1095,5,some nigga said “rengoku szn”... https://t.co/Qn8rug7Dv8
1103,5,@therealmason91 This nigga fleeced us https://t.co/qZ9DZb6t0x
1108,5,@Roblox Remove antro you fucking cunt you lil nigger that a lot of people fucking quit https://t.co/oNHpDExvyb
1113,20,There is a Star of David on the border-jumper's invasion support vehicle. Sigh: Termites! EVERY. DAMN. TIME. https://t.co/rVpKpZFL68
1116,6,#wetheLGBTQ soft butch trans dyke here to save the day https://t.co/ljuUwsKLBZ
1118,5,THIS NIGGA NEEDS TO DROP THE DAMN ALBUM ALREADY https://t.co/Fl6QiOrq87
1125,5,HE CHUNKED THAT NIGGA THE DUECE!!!!!  https://t.co/poVz6riP4n
1126,5,Redneck till I die and try burning this one I dare ya https://t.co/GBlGnwjTIb
1128,6,they said dyke rights https://t.co/MhI4ZcZ9AJ
1132,5,Playin Chess Not Checkers Nigga 38 Special For You Clever Niggas 😤 https://t.co/7vSh8FjCNs
1134,5,@3tw3kankain @don__barclay Ein black cunt like caracol seller ein face . https://t.co/9Rqc4Szm29
1136,16,@AOC Then how did Talib and Omar get elected? You dumb fucking twat https://t.co/AVySRd4dEC
1139,5,@RMadridHome_ @Andirelli Adi boys my nigger... https://t.co/MlKvNMIfgr
1141,6,#fuckme #dirty #shiteating #pain #fucking #toilett #faggot search for #dirty #sado #master #alphabulle https://t.co/yInCEayW2u
1155,5,We must #BuildThatWall Order Bricks @ https://t.co/cGkVjfkqQR #RETWEET #EndDACA #DeportThemAll https://t.co/zwF0J7VpEi
1157,5,My stupid ass thought this said The River Nigger I had to read it damn near 3 times https://t.co/oJOsQeWWNk
1158,5,@Un_6othered Nigga said https://t.co/eniNph5DtM
1159,5,@haenexx @ZonedGFX @Vacannot nigga you what https://t.co/ehwkuAGw4s
1166,6,When I see a dyke I https://t.co/1t5ls4GWwo
1167,6,An irl called me a faggot thinking that would make me mad lmaooo https://t.co/z9aDkTlJDZ
1168,16,Taylor Swift BABE★COCK #babecock #cock #sissy #faggot #batecocktobabecock #TaylorSwift https://t.co/1Lqxulwu1P
1176,6,@TutankKh proud faggot here https://t.co/ktlL9gKM91
1177,5,"NOW OPEN!   Flw, Fav &amp; Retweet to win an Airwolf skid-wristing Redneck Bratwurst Apocolypse plus extras https://t.co/GyrMC5mTBE"
1179,5,This nigga is Wolverine https://t.co/CC7uR2sZek
1180,16,I’ll probably pull up to yo hood and come buy me a nigga 💸🚫🧢 https://t.co/5lIgG1MkHs
1185,5,WHAT???? This nigga took a falling sword into his center of mass how???????? https://t.co/pCcYuTxSVj
1191,5,@diegoharo0 Welcome to the Dark Side my nigga https://t.co/bOJcTDV6Xp
1192,5,Please keep a NIGGER dude out of my eyes. Please Forever. https://t.co/x0XlhpvAko
1195,6,Lesbians Should Reclaim ‘Man-Hating Dyke’ Epithet &amp; Other Lefty Insanity via @Mattphilbin https://t.co/Dhfz3Btu5x https://t.co/bHYnPY8jN2
1200,6,Any Alphas want to own me #Sissy #Faggot   @CuckList https://t.co/THil50UxfM
1204,6,"Look at this freak, absolute mong gliching so I tk him twice an get kicked, greasy little faggot https://t.co/UU5TYxdRho"
1210,5,@keepinupwithlez @alauna__ Ok nigger https://t.co/cuwZgAgjMz
1219,16,Riding the nut out that nigga dick with that big oiled up booty https://t.co/A0KEu3wuZW
1227,5,@Vaporjayy yeah officer this NIGGER right here https://t.co/Qs95H6yUeu
1228,16,That nigga who works hard ☄️ https://t.co/rn6Bxv5Ps6
1231,16,@wwd @KarlLagerfeld @ModelCo your an UGLY CUNT HUman !! no Heaven for you !! https://t.co/VIEmOQUSVq
1232,5,Black ppl tweeting nigger without getting suspended https://t.co/f8vO6Mml1H
1233,5,Yo nigga will never be this wavy ...🌧💦💦💦💦@TopWavers https://t.co/SfEGEVwQHG
1239,5,Behind every successful woman there is a confused nigger https://t.co/Ga3IeTzDdB
1242,6,Faggot Fapping Loser @iWantClips https://t.co/jYSIy8kf8f https://t.co/rlQXSoaHDD
1243,5,@QuietAtTheStart When you were a naruto nigga and not sure if you match the aforementioned description: https://t.co/04RfuXVIdZ
1244,5,".@JohnFugelsang realizes that Trump plays the race card, but not many others... https://t.co/1rOX2TC661"
1245,16,Car Windows 2-0 Silly Twat https://t.co/a0UJdT63XN
1250,16,Censored BABE★COCK (Sissy-Safe) #babecock #cock #sissy #faggot #batecocktobabecock #censored #sissysafe https://t.co/fQymUiHEGZ
1251,5,Get you a nigga who keep up with his appearance and hygiene cause u know now a days dudes be smelling mad funky https://t.co/9Rm5xhIKvm
1256,16,Cunt neighbour has got his tree up https://t.co/AntNLc7FuC
1259,5,I just finished reading Dragon Ball Suoer Manga chapter 46. My nigga !!! Goku and Vegeta got they ass whooped !! https://t.co/TnzXOnADC6
1264,5,@GGYOUNGBOY This nigga can’t spell. https://t.co/28yYRNllxz
1265,6,4. tamaki suoh - ohshc  as the biggest faggot alive im obligated to put him here https://t.co/PpJMLXuE1f
1268,5,@tchotchkele I got a scholarship from them in high school. went to one mtg and nigga https://t.co/XYerWkh9sn
1274,5,@LordScreet Idk why I’m even talking to you you’re a nigger  and https://t.co/EFjVPSJbSF
1289,16,I tweet sometimes and I twat sometimes https://t.co/TZhprYZfjI
1291,5,@iamturle_ I said take it back nigger https://t.co/IBmdoqFSHF
1299,20,@DaniloBlandon79 @realDonaldTrump And angry (About nothing) Christian white trash. https://t.co/vnqxq6gONf
1300,5,REAL ASS DYKE GIVE A FUCK ABOUT A FEM https://t.co/wcojcgAsW3
1303,5,Who broke bow wow? This not the same nigga. https://t.co/IOTVk7czah
1304,5,resting nigga face 😐 https://t.co/OWfedYRgXk
1305,5,@BrentTerhune Your shirt is disrespectful of the flag you hillbilly cunt.#NIKENOWNIKE4EVR https://t.co/DOfoBVu9qh
1311,5,"@Am_Blujay Black people always play victim, race card. https://t.co/5e0f1i8yJZ"
1320,5,@treshawnjones23 nigga you cannot dance 💀 https://t.co/ykEEOSZQvF
1322,5,just left for like 4 hrs and came back and this nigga still playin 2k https://t.co/rS5xXnRj5z
1329,6,@gabbyarchies1 No supreme Patty is an that’s why he’s a ugly fat acne faggot https://t.co/Wbi5VAW6LI
1338,5,my “nigga killers” 😂💋 https://t.co/qApEwX8D5P
1342,6,he can call me a faggot any day 😈 https://t.co/LzTqUH4fTL
1344,5,@TezTooWavey Nigga stop it https://t.co/yw17uzTJFt
1345,6,azelia banks: FAGGOT gays: https://t.co/YPgQAh7IuY
1346,5,@Thatkidnplay Nigger please yo ass was trynna talk shit. Tell that to someone who will believe you 🤣🤣🤣🤣 https://t.co/qPBcTtMHHn
1348,6,"Honestly, if there's any bug I would fuck, it'd be a lady bug because I ain't no faggot god dammit! https://t.co/oOTgWItkhV"
1350,16,@IrvineWelsh. Another classic ya cunt. Laughed like fuck. Greetin' like a Xmas caird. Nae spoilers#yacunt https://t.co/iSqk4EGLam
1352,5,@__mark__anthony nigga whet https://t.co/iM8Nql4oXo
1354,16,So sez the orgasm gap.  A strange thing is that you don't see SJW wokebeardybrodudes EVAIR talking about THIS. https://t.co/dlpNBDVOP3
1355,6,Drake fans when they see a nigga with Marvin room lyrics in his bio https://t.co/dwlCOry3iQ
1357,5,@DreyDay95 @Carlos_fssl Jerry Jones: Massage the wrinkles on my ass YA DAMN DIRTY WETBACK  Xanniel: https://t.co/CoZ8FLyqUT
1359,6,this faggot https://t.co/iFQ6eJCG5U
1360,16,"She preaches being nice to people and has a nature-loving soul, but is a total fucking cunt https://t.co/iXZLBziXmp"
1362,5,"@tomselliott @JussieSmollett All else fails, use the race card https://t.co/PcT0eJQwnJ"
1375,16,This bitch needs to stop using Jonghyun or shinee in her twitter I’m fuming. Fucking cunt https://t.co/PSfuND0Sam
1384,6,If you wanna know what I’d look like as a dyke..... here you go https://t.co/BqNFvI5Ndk
1392,6,learn English you faggot:)))) https://t.co/A7c3X4GcUF
1393,5,summit nigger snow shoulder thy friend #fakespeare ❥ https://t.co/3iWYitGKA0
1402,5,So this nigga Mthunzi is never going down https://t.co/XnLZlfHEem
1403,6,Such a dirty slut  #whore #bitch  #slut #wanker #faggot https://t.co/awjgbMJQ2h
1407,5,"“That nigga gave us Billie Jean, you say he touched those kids?” https://t.co/LUv7SA6FPK"
1415,5,i hopped on MW2 and got asked “are you a nigger or a niglet?” i was https://t.co/ZgNzbwl3t4
1416,16,Full Gallery: https://t.co/BdBFPwkbPB Hot Latina MILF Angelina Valentine rubbing her shaved twat... https://t.co/7dUDSi9FnH
1420,6,My friend labeled it “gay art” but I just see a fucking faggot lmao https://t.co/A2Mud6wPyN
1423,6,@NodinVFX ill hit you with my faggot bat if i dont see that effect name in my dms within 5 minutes. https://t.co/ciVmACI1qO
1431,5,@IAmStxtic NIGGA I'M TRIGGERED!!!!! https://t.co/jL2PFEfd2W
1434,16,"Back before my come up, when a nigga didnt have his own place or a car. 🤷🏿‍♂️ https://t.co/F5tYycqlhe"
1438,6,yea suck my dick faggot https://t.co/wsA41VEpop
1443,6,@xcapeafraid Amo No aguardo do hino you slay faggot https://t.co/n5f6ZAMp87
1445,6,Happy birthday faggot @JHutchinson__ https://t.co/fCExDtDqYj
1452,5,"@LEOAMBITIONIS ""amateur"" lmao nigga https://t.co/C2PKV0x04k"
1456,5,This nigga a 🐐🔥🔥🖤 https://t.co/kNRr4zHV1U
1459,16,Mocks someones dead dad then hides behind a padlock. What a horrible clapped cunt https://t.co/St9E8QS63B
1460,6,“Stupid dyke” 💀 https://t.co/NyNkYSk9co
1474,6,why do nonlesbians think they can say dyke https://t.co/ORWY5QwKbT
1475,16,Click here to watch it: https://t.co/eIUGqELaVy Pornstar babe Angelina Valentine with big tits spreads her cunt... https://t.co/x6Eg6JUsKH
1480,5,When the desert snake startles  the female redneck crikees. It's a fight to the death. https://t.co/iayq7Ioc2M
1481,6,Started gay. Ended a faggot. https://t.co/sQuluxzndf
1484,5,bored and horny  lemme go hit this nigger up again https://t.co/LOdPTwnqum
1486,5,“I could die today I made the set proud nigga” https://t.co/9CxA8qpEbn
1492,16,this cunt has the audacity!!! https://t.co/7urk2LIp0a
1493,5,white trash Lara Croft https://t.co/SwDzogsOkh
1495,5,@SlipperyHound YES I GET MY NIGGA ANDY BACK QKDLRPQPDODPQPDLDPWDKFKWODKDEIKAKSKEWLSKFJRJENDDJDJENDFJ https://t.co/TLCLMfgXOn
1510,5,When that Krabs nigga stealin all the jelly again https://t.co/qpm62i6IRn
1511,6,me when shane from stardew valley ignored my faggot ass https://t.co/5pKaHJNtGr
1512,5,"Twitter:  Yall: ""I MOVE IN SILENCE, NIGGA!!"" https://t.co/7p4dxAYGnz"
1513,5,@AYANNAJUSTlCE Me nigga https://t.co/FxfQjvW1OY
1515,6,My place exudes faggot. The Bobby Berk jumped out of me this weekend. https://t.co/P4LNV88wdf
1521,6,seokjin: we see a faggot we floor it https://t.co/24HkopOOUB
1527,6,who’s a lesbian? nigga not me https://t.co/42ZfHPQE67
1529,6,I hate when my weedman calls me “bro” when I’m a whole faggot https://t.co/juv6lYA0at
1542,5,@FoxNews @realDonaldTrump How dare you say that about the white trash people's  King https://t.co/gbuunCJ4jd
1544,5,Nigga just messed up or we could say its culture. https://t.co/NXT84KBMAQ
1546,6,@SthsideStrapent SHE A DAMN DYKE! https://t.co/TF9KY9BwbZ
1554,6,a wild faggot appeared ! #hereforLGBTQs https://t.co/xR2tTn3J9A
1555,16,Playing the Woman Card: Ambivalent Sexism in the 2016 U.S. Presidential Race https://t.co/J3OX1U5QWp @PolPsyISPP https://t.co/y9PKbO6yyx
1560,5,Pipe down lil nigga you ain’t hot @KeyGLOCK https://t.co/WkBzokTGwP
1561,5,"Fans at the ""Redneck"" dress up game. https://t.co/xByfoWXj9a https://t.co/TWCXBEuQ0z"
1568,6,This Faggot @AresFrosty using Ajax https://t.co/1on7MsVGVV
1569,5,Saying nigger doesn't cut it anymore white people...either fight me or keep it moving....I'm #unbothered https://t.co/DtdVnrisaS
1574,5,"Areola Grande, Ariana’s gay white-trash twin, is having a great time in he arctic! #GodIsAGayWoman https://t.co/w4D6m2SA4y"
1576,6,tiny dyke https://t.co/7zZ8Ugnnm6
1580,5,@RealJamesWoods Obama should surrender his Nobel Peace Prize....  ....true story.  😎 https://t.co/v4uCIaOMpV
1581,5,A nigga really miss his camera 😣💔😪 https://t.co/kETuVB8HHU
1584,5,@xaaavvier Nigga! https://t.co/Eloflosjmk
1586,16,"Not just the tits are whipped. From the ""Impaled cunt"" series at https://t.co/A0hdZZJfRB https://t.co/YR09xGpZuU"
1587,16,Get in my fun hole cunt https://t.co/w8s1XwrJzE
1588,6,@jamieoliver If I’m honest me... especially for producing the faggot Sausage 😂 https://t.co/Bq3lJUtGEM
1589,5,@murphy1_rebecca @Galaxy500Q @THEHermanCain I think #BuildTheWall cost $25 Billion 😎 https://t.co/CGobvxm35x
1592,5,@PirateAtLaw Hooker the Booty Shakin’ Wigger..... https://t.co/nskqYXjBCw
1593,5,Steak burrito for lunch nigga https://t.co/GTFVT3ySVQ
1597,6,sir im a dyke can u please stop https://t.co/iskmFAVYRA
1599,16,Ass so phat your nigga stare when he pass me #SpringBreak2K19 https://t.co/f0mh5obIDc
1600,5,it’s rude to point fingers you twat https://t.co/ZyANjjIy73
1602,5,This the nigga that fucked on your baby momma https://t.co/IeejZtQcm4
1606,5,"@BruhLookAtThis Don’t disrespect me like that, I’m a nigger https://t.co/PqJkXxzj0W"
1607,5,@kutohs @FreezeUnit nigger https://t.co/EQ8A58N8Vu
1608,5,"When @Boity said ""and I'm quick to tell a dog nigga sit"" #wuzdat #bakae https://t.co/2zjWPFYreR"
1611,5,If you a nigga and have watched naruto gimmie yo nigga pass https://t.co/cOtJ6knQnK
1612,5,@780613 rj is a light skin nigga confirmed https://t.co/Sd1RLZPkNq
1616,16,Bad ass bitch give a fuck bout a nigga https://t.co/OXAan7KOli
1618,5,Namjoon can call me a beaner wetback smelly Mexican taqueria inducing ass bitch any day https://t.co/FxeScao9CS
1619,5,IF A NIGGA TALK CRAY HIT THAT KILL SWITCH.. HOW YOU HATE A NIGGA THAT DO ALL REAL SHIT? https://t.co/Pm8eDFey4k
1623,5,@Killua25x nigga said https://t.co/iQaHzlhJm7
1627,16,"@UK4EUnet @UKLabour And,this Twat? https://t.co/K6xcqdNW7B"
1629,16,Full Video: https://t.co/MrsAHEq8vD Kinky Wife Jayden Jaymes spreading her twat while in heels amp fishnets... https://t.co/plDWIaacBE
1631,5,@NintendoAmerica LEMME GET THAT NIGGA REX REX https://t.co/jeodkCmW2D
1635,16,shut the fuck up you fucking twat https://t.co/Fr9qaRBe6D
1645,6,"You can never have enough toys to stuff up your fairy faggot fuckhole, #SissySlut! https://t.co/sgt9TlACeu"
1656,5,@starrninee Only one lying is you nigga dem niggas is good people https://t.co/7G9Uh7LkHp
1657,16,@weatherchannel this cunt isn't news or weather. https://t.co/RRwcIQuvRS
1658,6,absolute dyke behaviour :( https://t.co/HHfaND9p9L
1665,5,Goon nigga shit 😈😈 https://t.co/oOAEvSR9rs
1667,5,@SAMiR_5777 @AdvBarryRoux Race Card ke mmao https://t.co/wNIkwDZct5
1668,5,"Article IV, section 4 #StopTheInvasion  #BuildTheWall  #StayMad #VoteRedToSaveAmerica https://t.co/pcIk7iUntH"
1670,5,@LightSonic_ Lmaooooooo that's my nigga https://t.co/2F84gg4F9K
1673,16,@jflanaganphoto @miro_butler ... my slutty slave cunt is wet while I watch 👅https://t.co/C5kCpwlb4f
1687,5,Pop a Nigga in the mouth if he wanna be a problem https://t.co/Og8usWxm8S
1688,16,Big ole trade dick hangin big soft n pretty yo.Hav him walk around so his dick can swing and clap nshit #faggot #pnp https://t.co/1nyDgkh5cX
1692,5,@washingtonpost @ScottWapnerCNBC Is Blackface hillary &amp; Hillbilly willy racist? https://t.co/LTV2s7hOhN
1698,5,Happy birthday💗🎂 mbtc ur the illest nigger bro.. https://t.co/TPVK6UxWE4
1706,5,Da Grind Da Hustle I neva lost it Everyday my nigga hustlin day Ricky Ross shit😈 https://t.co/Au3IzJtNVc
1715,5,I'm still shocked that el dude thought that changing nigger to negro would be better https://t.co/jXCXB16lxn
1718,5,@KHALIGRAPH the only OG in Africa  #best my nigger https://t.co/ZDaRsLRq62
1719,6,how is she so fucking hot? AND how is she so feminine but radiates big dyke energy??!! https://t.co/btFAcxAP9g
